"date","year","rep","store","paper","paper.type","unit.price","units.sold","total.sale"
"6702",2015-02-06,2015,"Thomas","Davenport","watercolor","sheet",0.77,11,8.47
"8681",2015-02-06,2015,"Yunzhu","Syracuse","drawing","journal",24.94,2,49.88
"71",2015-02-07,2015,"Aman","Portland","watercolor","block",19.34,1,19.34
"234",2015-02-07,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"286",2015-02-07,2015,"Yue","Dublin","drawing","pads",10.26,1,10.26
"963",2015-02-07,2015,"Ruisi","Dublin","watercolor","block",19.34,2,38.68
"1079",2015-02-07,2015,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"1955",2015-02-07,2015,"Ran","Dublin","watercolor","sheet",0.77,8,6.16
"3072",2015-02-07,2015,"Barakat","Portland","drawing","pads",10.26,1,10.26
"3397",2015-02-07,2015,"Ran","Dublin","drawing","pads",10.26,2,20.52
"3842",2015-02-07,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"6299",2015-02-07,2015,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"6333",2015-02-07,2015,"Ruisi","Dublin","watercolor","sheet",0.77,5,3.85
"6427",2015-02-07,2015,"Patrick","Syracuse","watercolor","roll",97.99,1,97.99
"7369",2015-02-07,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"8135",2015-02-07,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"8906",2015-02-07,2015,"Aman","Portland","drawing","journal",24.94,1,24.94
"9147",2015-02-07,2015,"Patrick","Syracuse","drawing","journal",24.94,2,49.88
"1623",2015-02-08,2015,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"2225",2015-02-08,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"3422",2015-02-08,2015,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"4211",2015-02-08,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"4623",2015-02-08,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"7432",2015-02-08,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"8029",2015-02-08,2015,"Barakat","Portland","watercolor","block",19.34,1,19.34
"8746",2015-02-08,2015,"Aman","Portland","watercolor","sheet",0.77,5,3.85
"9146",2015-02-08,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"9987",2015-02-08,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"8246",2015-02-09,2015,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"9314",2015-02-09,2015,"Patrick","Syracuse","watercolor","block",19.34,2,38.68
"2376",2015-02-10,2015,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"4755",2015-02-10,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"5949",2015-02-10,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"6145",2015-02-10,2015,"Patrick","Syracuse","watercolor","pad",12.15,2,24.3
"7280",2015-02-10,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"9454",2015-02-10,2015,"Patrick","Syracuse","watercolor","sheet",0.77,5,3.85
"1539",2015-02-11,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"4918",2015-02-11,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"4978",2015-02-11,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"5489",2015-02-11,2015,"Barakat","Portland","drawing","pads",10.26,2,20.52
"6390",2015-02-11,2015,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"7230",2015-02-11,2015,"Aman","Portland","watercolor","pad",12.15,2,24.3
"8208",2015-02-11,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"8219",2015-02-11,2015,"Thomas","Davenport","watercolor","block",19.34,2,38.68
"5324",2015-02-12,2015,"Yue","Dublin","drawing","roll",20.99,2,41.98
"3524",2015-02-13,2015,"Aman","Portland","watercolor","pad",12.15,2,24.3
"8057",2015-02-13,2015,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"8277",2015-02-13,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"1366",2015-02-14,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"1948",2015-02-14,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"4029",2015-02-14,2015,"Ran","Dublin","drawing","journal",24.94,1,24.94
"4069",2015-02-14,2015,"Yue","Dublin","watercolor","block",19.34,1,19.34
"5157",2015-02-14,2015,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"6574",2015-02-14,2015,"Yue","Dublin","drawing","journal",24.94,1,24.94
"6774",2015-02-14,2015,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"6852",2015-02-14,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"6889",2015-02-14,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"7132",2015-02-14,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"7520",2015-02-14,2015,"Aman","Portland","drawing","sheet",0.36,15,5.4
"7918",2015-02-14,2015,"Aman","Portland","drawing","journal",24.94,1,24.94
"8016",2015-02-14,2015,"Ruisi","Dublin","watercolor","block",19.34,2,38.68
"8779",2015-02-14,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,9,6.93
"9744",2015-02-14,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"9980",2015-02-14,2015,"Ran","Dublin","watercolor","pad",12.15,3,36.45
"2352",2015-02-15,2015,"Barakat","Portland","drawing","pads",10.26,2,20.52
"3041",2015-02-15,2015,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"3676",2015-02-15,2015,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"5282",2015-02-15,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"5479",2015-02-15,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"8870",2015-02-15,2015,"Patrick","Syracuse","watercolor","pad",12.15,2,24.3
"9280",2015-02-15,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"9751",2015-02-15,2015,"Aman","Portland","watercolor","pad",12.15,2,24.3
"2351",2015-02-16,2015,"Arijit","Syracuse","watercolor","block",19.34,2,38.68
"3288",2015-02-16,2015,"Aman","Portland","watercolor","pad",12.15,3,36.45
"3386",2015-02-16,2015,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"6228",2015-02-16,2015,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"6652",2015-02-16,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"9639",2015-02-16,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"172",2015-02-17,2015,"Aman","Portland","watercolor","pad",12.15,2,24.3
"545",2015-02-17,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"611",2015-02-17,2015,"Barakat","Portland","watercolor","block",19.34,1,19.34
"980",2015-02-17,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"3455",2015-02-17,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"5018",2015-02-17,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7464",2015-02-17,2015,"Mohit","Davenport","drawing","roll",20.99,2,41.98
"9952",2015-02-17,2015,"Barakat","Portland","watercolor","sheet",0.77,6,4.62
"435",2015-02-18,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"1598",2015-02-18,2015,"Aman","Portland","drawing","roll",20.99,1,20.99
"2077",2015-02-18,2015,"Patrick","Syracuse","drawing","journal",24.94,2,49.88
"2885",2015-02-18,2015,"Barakat","Portland","watercolor","pad",12.15,2,24.3
"3589",2015-02-18,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"5100",2015-02-18,2015,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"5679",2015-02-18,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"7011",2015-02-18,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"7100",2015-02-18,2015,"Aman","Portland","watercolor","sheet",0.77,5,3.85
"7583",2015-02-18,2015,"Ran","Dublin","drawing","pads",10.26,4,41.04
"2839",2015-02-19,2015,"Aman","Portland","drawing","roll",20.99,1,20.99
"7347",2015-02-19,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"8042",2015-02-19,2015,"Yunzhu","Syracuse","watercolor","roll",97.99,1,97.99
"8236",2015-02-19,2015,"Ruisi","Dublin","watercolor","roll",97.99,1,97.99
"9585",2015-02-19,2015,"Ran","Dublin","watercolor","sheet",0.77,5,3.85
"6190",2015-02-20,2015,"Aman","Portland","drawing","journal",24.94,1,24.94
"6270",2015-02-20,2015,"Barakat","Portland","drawing","pads",10.26,3,30.78
"6692",2015-02-20,2015,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"7408",2015-02-20,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"7765",2015-02-20,2015,"Aman","Portland","watercolor","block",19.34,1,19.34
"9429",2015-02-20,2015,"Barakat","Portland","watercolor","roll",97.99,1,97.99
"16",2015-02-21,2015,"Barakat","Portland","watercolor","sheet",0.77,5,3.85
"289",2015-02-21,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"547",2015-02-21,2015,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"902",2015-02-21,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"918",2015-02-21,2015,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"1388",2015-02-21,2015,"Arijit","Syracuse","watercolor","sheet",0.77,6,4.62
"2470",2015-02-21,2015,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"3389",2015-02-21,2015,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"4214",2015-02-21,2015,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"5138",2015-02-21,2015,"Arijit","Syracuse","drawing","pads",10.26,3,30.78
"5913",2015-02-21,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"6091",2015-02-21,2015,"Qiaoli","Portland","drawing","sheet",0.36,13,4.68
"6596",2015-02-21,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"6689",2015-02-21,2015,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"7576",2015-02-21,2015,"Ran","Dublin","watercolor","block",19.34,2,38.68
"84",2015-02-22,2015,"Ran","Dublin","drawing","pads",10.26,2,20.52
"292",2015-02-22,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"1756",2015-02-22,2015,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"1883",2015-02-22,2015,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"2285",2015-02-22,2015,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"2932",2015-02-22,2015,"Ruisi","Dublin","drawing","sheet",0.36,8,2.88
"3491",2015-02-22,2015,"Patrick","Syracuse","watercolor","sheet",0.77,11,8.47
"3917",2015-02-22,2015,"Yue","Dublin","drawing","journal",24.94,1,24.94
"4179",2015-02-22,2015,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"5636",2015-02-22,2015,"Yue","Dublin","watercolor","sheet",0.77,6,4.62
"7158",2015-02-22,2015,"Aman","Portland","drawing","pads",10.26,2,20.52
"7175",2015-02-22,2015,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"7539",2015-02-22,2015,"Barakat","Portland","watercolor","block",19.34,1,19.34
"7650",2015-02-22,2015,"Barakat","Portland","watercolor","block",19.34,1,19.34
"8137",2015-02-22,2015,"Yue","Dublin","watercolor","block",19.34,2,38.68
"8220",2015-02-22,2015,"Aman","Portland","drawing","pads",10.26,2,20.52
"8502",2015-02-22,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,7,5.39
"28",2015-02-23,2015,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"3080",2015-02-23,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"6937",2015-02-23,2015,"Ruisi","Dublin","drawing","roll",20.99,1,20.99
"8384",2015-02-23,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"9938",2015-02-23,2015,"Yue","Dublin","watercolor","block",19.34,2,38.68
"382",2015-02-24,2015,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"2095",2015-02-24,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"7696",2015-02-24,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"9530",2015-02-24,2015,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"551",2015-02-25,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"1743",2015-02-25,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"2728",2015-02-25,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"4569",2015-02-25,2015,"Aman","Portland","watercolor","roll",97.99,1,97.99
"6020",2015-02-25,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,12,9.24
"6550",2015-02-25,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"8201",2015-02-25,2015,"Ruisi","Dublin","drawing","sheet",0.36,15,5.4
"601",2015-02-26,2015,"Ruisi","Dublin","watercolor","sheet",0.77,16,12.32
"3188",2015-02-26,2015,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"4163",2015-02-26,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"4781",2015-02-26,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"5014",2015-02-26,2015,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"5927",2015-02-26,2015,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"7315",2015-02-26,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,7,5.39
"8634",2015-02-26,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"1609",2015-02-27,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"1800",2015-02-27,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"5488",2015-02-27,2015,"Aman","Portland","watercolor","sheet",0.77,7,5.39
"6367",2015-02-27,2015,"Ruisi","Dublin","watercolor","sheet",0.77,10,7.7
"6799",2015-02-27,2015,"Arinjay","Portland","watercolor","pad",12.15,2,24.3
"7974",2015-02-27,2015,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"8964",2015-02-27,2015,"Yue","Dublin","watercolor","roll",97.99,1,97.99
"824",2015-02-28,2015,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"1474",2015-02-28,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"2716",2015-02-28,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"2863",2015-02-28,2015,"Barakat","Portland","drawing","roll",20.99,1,20.99
"3214",2015-02-28,2015,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"3963",2015-02-28,2015,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"5132",2015-02-28,2015,"Qiaoli","Portland","drawing","pads",10.26,4,41.04
"5198",2015-02-28,2015,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"5366",2015-02-28,2015,"Ran","Dublin","drawing","journal",24.94,2,49.88
"5619",2015-02-28,2015,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"6563",2015-02-28,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6950",2015-02-28,2015,"Barakat","Portland","watercolor","block",19.34,1,19.34
"7518",2015-02-28,2015,"Barakat","Portland","drawing","roll",20.99,1,20.99
"7875",2015-02-28,2015,"Qiaoli","Portland","watercolor","roll",97.99,1,97.99
"8169",2015-02-28,2015,"Aman","Portland","watercolor","sheet",0.77,6,4.62
"2254",2015-03-01,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"3275",2015-03-01,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"4493",2015-03-01,2015,"Yue","Dublin","watercolor","sheet",0.77,9,6.93
"5032",2015-03-01,2015,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"6858",2015-03-01,2015,"Thomas","Davenport","drawing","sheet",0.36,10,3.6
"8434",2015-03-01,2015,"Thomas","Davenport","watercolor","roll",97.99,1,97.99
"8591",2015-03-01,2015,"Barakat","Portland","drawing","journal",24.94,1,24.94
"8795",2015-03-01,2015,"Qiaoli","Portland","watercolor","sheet",0.77,5,3.85
"9107",2015-03-01,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"4200",2015-03-02,2015,"Qiaoli","Portland","watercolor","sheet",0.77,7,5.39
"7386",2015-03-02,2015,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"7577",2015-03-02,2015,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"5880",2015-03-03,2015,"Yunzhu","Syracuse","watercolor","sheet",0.77,9,6.93
"5926",2015-03-03,2015,"Aman","Portland","watercolor","pad",12.15,1,12.15
"7540",2015-03-03,2015,"Yue","Dublin","watercolor","sheet",0.77,7,5.39
"7701",2015-03-03,2015,"Arinjay","Portland","watercolor","roll",97.99,1,97.99
"11",2015-03-04,2015,"Aman","Portland","watercolor","block",19.34,1,19.34
"2005",2015-03-04,2015,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"3319",2015-03-04,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4236",2015-03-04,2015,"Aman","Portland","watercolor","block",19.34,1,19.34
"5957",2015-03-04,2015,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"8096",2015-03-04,2015,"Patrick","Syracuse","watercolor","sheet",0.77,9,6.93
"8349",2015-03-04,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"9329",2015-03-04,2015,"Arinjay","Portland","drawing","roll",20.99,1,20.99
"4074",2015-03-05,2015,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"4807",2015-03-05,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"6857",2015-03-05,2015,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"6991",2015-03-05,2015,"Qiaoli","Portland","watercolor","block",19.34,2,38.68
"7481",2015-03-05,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"7606",2015-03-05,2015,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"9298",2015-03-05,2015,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"9365",2015-03-05,2015,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"733",2015-03-06,2015,"Arinjay","Portland","drawing","journal",24.94,1,24.94
"1393",2015-03-06,2015,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"2033",2015-03-06,2015,"Ruisi","Dublin","watercolor","sheet",0.77,2,1.54
"2609",2015-03-06,2015,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"6540",2015-03-06,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"9439",2015-03-06,2015,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"200",2015-03-07,2015,"Yue","Dublin","watercolor","sheet",0.77,5,3.85
"944",2015-03-07,2015,"Yue","Dublin","watercolor","sheet",0.77,3,2.31
"1109",2015-03-07,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"1141",2015-03-07,2015,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"3596",2015-03-07,2015,"Patrick","Syracuse","watercolor","sheet",0.77,9,6.93
"4166",2015-03-07,2015,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"6372",2015-03-07,2015,"Arijit","Syracuse","watercolor","sheet",0.77,8,6.16
"7791",2015-03-07,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"9097",2015-03-07,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"402",2015-03-08,2015,"Barakat","Portland","drawing","pads",10.26,2,20.52
"839",2015-03-08,2015,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"2216",2015-03-08,2015,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"3113",2015-03-08,2015,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"4369",2015-03-08,2015,"Ran","Dublin","watercolor","sheet",0.77,13,10.01
"4531",2015-03-08,2015,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"5905",2015-03-08,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"6037",2015-03-08,2015,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"8345",2015-03-08,2015,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"615",2015-03-09,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"1511",2015-03-09,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"3136",2015-03-09,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"4155",2015-03-09,2015,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"5497",2015-03-09,2015,"Barakat","Portland","drawing","pads",10.26,1,10.26
"8532",2015-03-09,2015,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"9168",2015-03-09,2015,"Aman","Portland","watercolor","block",19.34,1,19.34
"9196",2015-03-09,2015,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"3634",2015-03-10,2015,"Ruisi","Dublin","drawing","pads",10.26,3,30.78
"3817",2015-03-10,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"3899",2015-03-10,2015,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"7865",2015-03-10,2015,"Patrick","Syracuse","drawing","roll",20.99,1,20.99
"8132",2015-03-11,2015,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"8377",2015-03-11,2015,"Ran","Dublin","watercolor","block",19.34,1,19.34
"8934",2015-03-11,2015,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"139",2015-03-12,2015,"Aman","Portland","watercolor","block",19.34,1,19.34
"2340",2015-03-12,2015,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"3184",2015-03-12,2015,"Yue","Dublin","watercolor","roll",97.99,1,97.99
"5231",2015-03-12,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"6356",2015-03-12,2015,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"8775",2015-03-12,2015,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"9703",2015-03-12,2015,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"4796",2015-03-13,2015,"Ran","Dublin","drawing","pads",10.26,1,10.26
"9304",2015-03-13,2015,"Ruisi","Dublin","drawing","pads",10.26,4,41.04
"2373",2015-03-14,2015,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"2412",2015-03-14,2015,"Aman","Portland","drawing","pads",10.26,1,10.26
"3628",2015-03-14,2015,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"4592",2015-03-14,2015,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"5114",2015-03-14,2015,"Mohit","Davenport","watercolor","block",19.34,2,38.68
